Known Password Attack Log
Target: 127.0.0.1:8081
[2025-07-29 13:26:51] Attempt #22: john.smith:67John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:26:52] Attempt #23: john.smith:Buddy85@ - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.004s)
[2025-07-29 13:26:53] Attempt #24: john.smith:123john - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-29 13:26:55] Attempt #25: john.smith:0123john - FAILED (Pattern: CommonNumbers) (Response: 0.004s)
[2025-07-29 13:26:57] Attempt #26: john.smith:Techcorp85 - FAILED (Pattern: BirthYear(short) + Company) (Response: 0.004s)
[2025-07-29 13:26:58] Attempt #27: john.smith:012John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:26:59] Attempt #28: john.smith:Boston1985! - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:27:00] Attempt #29: john.smith:JohnTechcorp - FAILED (Pattern: FirstName + Company) (Response: 0.004s)
[2025-07-29 13:27:01] Attempt #30: john.smith:Boston1985* - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:27:03] Attempt #31: john.smith:JohnSmith12345 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-29 13:27:03] Attempt #32: john.smith:passwordJohn - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:05] Attempt #33: john.smith:01john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:27:07] Attempt #34: john.smith:John2345 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:07] Attempt #35: john.smith:Boston85! - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:27:09] Attempt #36: john.smith:John45 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:10] Attempt #37: john.smith:1985john - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-29 13:27:12] Attempt #38: john.smith:56John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:13] Attempt #39: john.smith:7890John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:14] Attempt #40: john.smith:9012john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:16] Attempt #41: john.smith:john2345 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:17] Attempt #42: john.smith:23John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:19] Attempt #43: john.smith:John34 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:27:20] Attempt #44: john.smith:56john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:22] Attempt #45: john.smith:john3456 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:23] Attempt #46: john.smith:john!85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:27:24] Attempt #47: john.smith:john1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-29 13:27:26] Attempt #48: john.smith:John!85 - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:27:26] Attempt #49: john.smith:john234 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:27:28] Attempt #50: john.smith:John#24 - FAILED (Pattern: FirstName + Special) (Response: 0.002s)
[2025-07-29 13:27:29] Attempt #51: john.smith:john456 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:27:30] Attempt #52: john.smith:john67 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:31] Attempt #53: john.smith:john34 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:32] Attempt #54: john.smith:BOSTON85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-29 13:27:34] Attempt #55: john.smith:8901john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:34] Attempt #56: john.smith:John901 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:27:36] Attempt #57: john.smith:johntechcorp - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:38] Attempt #58: john.smith:1503 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:39] Attempt #59: john.smith:John567 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:27:41] Attempt #60: john.smith:John890 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-29 13:27:42] Attempt #61: john.smith:boston85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:27:44] Attempt #62: john.smith:901john - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-29 13:27:46] Attempt #63: john.smith:johnpassword - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:48] Attempt #64: john.smith:JOHN1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-29 13:27:49] Attempt #65: john.smith:890john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:27:50] Attempt #66: john.smith:0123John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-29 13:27:52] Attempt #67: john.smith:John!24 - FAILED (Pattern: FirstName + Special) (Response: 0.002s)
[2025-07-29 13:27:53] Attempt #68: john.smith:Boston85* - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:27:54] Attempt #69: john.smith:5678john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:27:56] Attempt #70: john.smith:Patriots12345 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:27:57] Attempt #71: john.smith:Buddy* - FAILED (Pattern: PetName + Special) (Response: 0.004s)
[2025-07-29 13:27:58] Attempt #72: john.smith:Buddy@ - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-29 13:27:59] Attempt #73: john.smith:John78 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:28:00] Attempt #74: john.smith:John01 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:28:01] Attempt #75: john.smith:012john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-29 13:28:02] Attempt #76: john.smith:JohnJohn85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:28:03] Attempt #77: john.smith:TECHCORP85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:28:04] Attempt #78: john.smith:345john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:06] Attempt #79: john.smith:Techcorp1985 - FAILED (Pattern: BirthYear + Company) (Response: 0.003s)
[2025-07-29 13:28:06] Attempt #80: john.smith:john901 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-29 13:28:08] Attempt #81: john.smith:JOHN@ - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-29 13:28:09] Attempt #82: john.smith:85john - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:28:11] Attempt #83: john.smith:BUDDY2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-29 13:28:13] Attempt #84: john.smith:john7890 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:14] Attempt #85: john.smith:john12 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:15] Attempt #86: john.smith:john#85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-29 13:28:15] Attempt #87: john.smith:John$24 - FAILED (Pattern: FirstName + Special) (Response: 0.003s)
[2025-07-29 13:28:17] Attempt #88: john.smith:789john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:19] Attempt #89: john.smith:John123! - FAILED (Pattern: FirstName + Special + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:28:20] Attempt #90: john.smith:89john - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-29 13:28:21] Attempt #91: john.smith:john890 - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-29 13:28:22] Attempt #92: john.smith:Buddy@85 - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.004s)
[2025-07-29 13:28:23] Attempt #93: john.smith:BUDDY85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-29 13:28:25] Attempt #94: john.smith:John8901 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:28:26] Attempt #95: john.smith:890John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:28:27] Attempt #96: john.smith:9012John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:28:29] Attempt #97: john.smith:Buddy85! - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.004s)
[2025-07-29 13:28:30] Attempt #98: john.smith:2345john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:28:31] Attempt #99: john.smith:John90 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:28:32] Attempt #100: john.smith:BOSTON1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-29 13:28:33] Attempt #101: john.smith:Buddy2024 - FAILED (Pattern: PetName + CurrentYear) (Response: 0.002s)
[2025-07-29 13:28:34] Attempt #102: john.smith:4567john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:36] Attempt #103: john.smith:John012 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-29 13:28:37] Attempt #104: john.smith:JOHN$ - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-29 13:28:39] Attempt #105: john.smith:john01 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:40] Attempt #106: john.smith:3456john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:41] Attempt #107: john.smith:12John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:28:42] Attempt #108: john.smith:john45 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:44] Attempt #109: john.smith:John85* - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:28:46] Attempt #110: john.smith:John123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:28:48] Attempt #111: john.smith:john123! - FAILED (Pattern: Special + CommonNumbers) (Response: 0.004s)
[2025-07-29 13:28:49] Attempt #112: john.smith:john5678 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:28:51] Attempt #113: john.smith:John1985* - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
[2025-07-29 13:28:53] Attempt #114: john.smith:1John85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:28:53] Attempt #115: john.smith:John85$ - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:28:55] Attempt #116: john.smith:34john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:28:56] Attempt #117: john.smith:6789john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:28:57] Attempt #118: john.smith:John$85 - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:28:59] Attempt #119: john.smith:78John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:29:00] Attempt #120: john.smith:John345 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:02] Attempt #121: john.smith:123john85 - FAILED (Pattern: BirthYear(short) + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:29:02] Attempt #122: john.smith:TECHCORP1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-29 13:29:04] Attempt #123: john.smith:Patriots1985 - FAILED (Pattern: BirthYear + FavoriteTeam) (Response: 0.004s)
[2025-07-29 13:29:06] Attempt #124: john.smith:Buddy85$ - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-29 13:29:07] Attempt #125: john.smith:johnjohn - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:29:09] Attempt #126: john.smith:23john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:29:10] Attempt #127: john.smith:1john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-29 13:29:10] Attempt #128: john.smith:John4567 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:29:12] Attempt #129: john.smith:John@24 - FAILED (Pattern: FirstName + Special) (Response: 0.003s)
[2025-07-29 13:29:12] Attempt #130: john.smith:Patriots123 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:29:14] Attempt #131: john.smith:Johnpassword - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:29:15] Attempt #132: john.smith:123John85 - FAILED (Pattern: FirstName + BirthYear(short) + CommonNumbers) (Response: 0.002s)
[2025-07-29 13:29:16] Attempt #133: john.smith:John56 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:18] Attempt #134: john.smith:JohnSmith1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.002s)
[2025-07-29 13:29:20] Attempt #135: john.smith:john$ - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-29 13:29:21] Attempt #136: john.smith:Boston1985@ - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:29:22] Attempt #137: john.smith:123John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:29:23] Attempt #138: john.smith:JohnSmith85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.002s)
[2025-07-29 13:29:24] Attempt #139: john.smith:john*85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:29:26] Attempt #140: john.smith:1985John - FAILED (Pattern: FirstName + BirthYear) (Response: 0.003s)
[2025-07-29 13:29:28] Attempt #141: john.smith:boston1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-29 13:29:30] Attempt #142: john.smith:john678 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:29:31] Attempt #143: john.smith:John89 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:33] Attempt #144: john.smith:john8901 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:29:34] Attempt #145: john.smith:567john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:29:35] Attempt #146: john.smith:345John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:36] Attempt #147: john.smith:45John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:37] Attempt #148: john.smith:John456 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:38] Attempt #149: john.smith:678john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:29:39] Attempt #150: john.smith:901John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:41] Attempt #151: john.smith:John12 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:42] Attempt #152: john.smith:Boston1985# - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:29:44] Attempt #153: john.smith:1234John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:29:45] Attempt #154: john.smith:John*85 - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:29:46] Attempt #155: john.smith:34John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:47] Attempt #156: john.smith:JOHN* - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-29 13:29:49] Attempt #157: john.smith:John1985@ - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.002s)
[2025-07-29 13:29:50] Attempt #158: john.smith:678John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:29:52] Attempt #159: john.smith:john90 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:29:53] Attempt #160: john.smith:John6789 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:29:55] Attempt #161: john.smith:Patriots85 - FAILED (Pattern: BirthYear(short) + FavoriteTeam) (Response: 0.004s)
[2025-07-29 13:29:56] Attempt #162: john.smith:john@ - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-29 13:29:57] Attempt #163: john.smith:85John - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.004s)
[2025-07-29 13:29:58] Attempt #164: john.smith:John0123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-29 13:29:58] Attempt #165: john.smith:johnjohn85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:30:00] Attempt #166: john.smith:Johnpass - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:30:01] Attempt #167: john.smith:John1985$ - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
[2025-07-29 13:30:02] Attempt #168: john.smith:1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-29 13:30:02] Attempt #169: john.smith:5678John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-29 13:30:04] Attempt #170: john.smith:john@85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.003s)
[2025-07-29 13:30:06] Attempt #171: john.smith:7890john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:30:07] Attempt #172: john.smith:john0123 - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-29 13:30:09] Attempt #173: john.smith:john* - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-29 13:30:09] Attempt #174: john.smith:JohnSmith123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:30:11] Attempt #175: john.smith:john9012 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:30:12] Attempt #176: john.smith:Boston85@ - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.004s)
[2025-07-29 13:30:13] Attempt #177: john.smith:John2024 - FAILED (Pattern: FirstName + CurrentYear) (Response: 0.004s)
[2025-07-29 13:30:14] Attempt #178: john.smith:456John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:15] Attempt #179: john.smith:12John85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.004s)
[2025-07-29 13:30:17] Attempt #180: john.smith:John67 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:19] Attempt #181: john.smith:JOHN85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-29 13:30:21] Attempt #182: john.smith:12john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-29 13:30:22] Attempt #183: john.smith:John1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-29 13:30:23] Attempt #184: john.smith:2345John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:24] Attempt #185: john.smith:Boston85$ - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:30:26] Attempt #186: john.smith:Boston85# - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-29 13:30:28] Attempt #187: john.smith:buddy85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-29 13:30:29] Attempt #188: john.smith:john567 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:30:31] Attempt #189: john.smith:567John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:31] Attempt #190: john.smith:techcorp1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-29 13:30:33] Attempt #191: john.smith:JOHN2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-29 13:30:34] Attempt #192: john.smith:BUDDY1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-29 13:30:34] Attempt #193: john.smith:john4567 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-29 13:30:35] Attempt #194: john.smith:John678 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-29 13:30:37] Attempt #195: john.smith:3456John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:38] Attempt #196: john.smith:1John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-29 13:30:40] Attempt #197: john.smith:passwordjohn - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-29 13:30:41] Attempt #198: john.smith:John1985! - SUCCESS (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
