Known Password Attack Log
Target: 127.0.0.1:8081
[2025-07-28 09:35:15] Attempt #22: john.smith:john12 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:17] Attempt #23: john.smith:John789 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:19] Attempt #24: john.smith:7890john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:35:20] Attempt #25: john.smith:john2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-28 09:35:22] Attempt #26: john.smith:Boston85* - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-28 09:35:24] Attempt #27: john.smith:boston1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 09:35:25] Attempt #28: john.smith:12john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.001s)
[2025-07-28 09:35:27] Attempt #29: john.smith:john! - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 09:35:28] Attempt #30: john.smith:John85! - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-28 09:35:30] Attempt #31: john.smith:901John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:31] Attempt #32: john.smith:John901 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:32] Attempt #33: john.smith:12John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:34] Attempt #34: john.smith:Patriots12345 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.002s)
[2025-07-28 09:35:36] Attempt #35: john.smith:8901john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:37] Attempt #36: john.smith:JOHN! - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-28 09:35:38] Attempt #37: john.smith:34john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:38] Attempt #38: john.smith:john789 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:40] Attempt #39: john.smith:5678John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:35:40] Attempt #40: john.smith:456John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 09:35:41] Attempt #41: john.smith:85John - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.004s)
[2025-07-28 09:35:42] Attempt #42: john.smith:John012 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:44] Attempt #43: john.smith:0123John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-28 09:35:45] Attempt #44: john.smith:JohnSmith1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.002s)
[2025-07-28 09:35:46] Attempt #45: john.smith:78John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:47] Attempt #46: john.smith:John$24 - FAILED (Pattern: FirstName + Special) (Response: 0.003s)
[2025-07-28 09:35:48] Attempt #47: john.smith:Boston1985! - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-28 09:35:49] Attempt #48: john.smith:johnjohn - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:35:50] Attempt #49: john.smith:john1234 - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 09:35:51] Attempt #50: john.smith:85john - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:35:53] Attempt #51: john.smith:John34 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:35:54] Attempt #52: john.smith:John3456 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:35:55] Attempt #53: john.smith:Buddy* - FAILED (Pattern: PetName + Special) (Response: 0.001s)
[2025-07-28 09:35:55] Attempt #54: john.smith:johnpassword - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:35:57] Attempt #55: john.smith:john67 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:58] Attempt #56: john.smith:678john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:35:59] Attempt #57: john.smith:789John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:36:01] Attempt #58: john.smith:Boston85# - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-28 09:36:03] Attempt #59: john.smith:Buddy@85 - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 09:36:03] Attempt #60: john.smith:John4567 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:36:05] Attempt #61: john.smith:90john - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-28 09:36:06] Attempt #62: john.smith:John78 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:36:08] Attempt #63: john.smith:890john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:36:10] Attempt #64: john.smith:JOHN85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-28 09:36:11] Attempt #65: john.smith:15031985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 09:36:13] Attempt #66: john.smith:John1985$ - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
[2025-07-28 09:36:14] Attempt #67: john.smith:john*85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.003s)
[2025-07-28 09:36:15] Attempt #68: john.smith:45John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:36:15] Attempt #69: john.smith:56john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:36:16] Attempt #70: john.smith:Buddy1985 - FAILED (Pattern: BirthYear + PetName) (Response: 0.003s)
[2025-07-28 09:36:17] Attempt #71: john.smith:john!85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.003s)
[2025-07-28 09:36:19] Attempt #72: john.smith:John1985! - SUCCESS (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
