Known Password Attack Log
Target: 127.0.0.1:8081
[2025-07-28 09:28:27] Attempt #48: john.smith:john2345 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:28:30] Attempt #50: john.smith:0123john - FAILED (Pattern: CommonNumbers) (Response: 0.004s)
[2025-07-28 09:28:33] Attempt #52: john.smith:john90 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:28:35] Attempt #54: john.smith:12john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:28:36] Attempt #55: john.smith:Johnpass - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:28:38] Attempt #56: john.smith:89john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:28:43] Attempt #59: john.smith:passwordjohn - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:28:46] Attempt #61: john.smith:John7890 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:28:48] Attempt #62: john.smith:Techcorp1985 - FAILED (Pattern: BirthYear + Company) (Response: 0.004s)
[2025-07-28 09:28:52] Attempt #65: john.smith:john12 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:28:52] Attempt #66: john.smith:90john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:28:55] Attempt #69: john.smith:TECHCORP85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-28 09:28:59] Attempt #72: john.smith:John45 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:29:00] Attempt #73: john.smith:John23 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:05] Attempt #77: john.smith:John56 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 09:29:06] Attempt #78: john.smith:6789John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:29:07] Attempt #79: john.smith:John9012 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:08] Attempt #80: john.smith:45john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:09] Attempt #81: john.smith:johnpassword - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:10] Attempt #82: john.smith:john67 - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-28 09:29:15] Attempt #86: john.smith:7890John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:20] Attempt #90: john.smith:John6789 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:29:22] Attempt #91: john.smith:John89 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:24] Attempt #93: john.smith:6789john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:25] Attempt #94: john.smith:Buddy! - FAILED (Pattern: PetName + Special) (Response: 0.002s)
[2025-07-28 09:29:26] Attempt #95: john.smith:9012John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:29] Attempt #97: john.smith:Patriots1985 - FAILED (Pattern: BirthYear + FavoriteTeam) (Response: 0.004s)
[2025-07-28 09:29:31] Attempt #99: john.smith:1503 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:29:34] Attempt #101: john.smith:Patriots85 - FAILED (Pattern: BirthYear(short) + FavoriteTeam) (Response: 0.003s)
[2025-07-28 09:29:36] Attempt #102: john.smith:john34 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:37] Attempt #103: john.smith:1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-28 09:29:38] Attempt #104: john.smith:john7890 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:29:40] Attempt #105: john.smith:23john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:41] Attempt #106: john.smith:8901John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:29:43] Attempt #107: john.smith:67john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:29:44] Attempt #108: john.smith:john5678 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:29:44] Attempt #109: john.smith:JohnSmith12345 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 09:29:45] Attempt #110: john.smith:1985John - FAILED (Pattern: FirstName + BirthYear) (Response: 0.003s)
[2025-07-28 09:29:48] Attempt #112: john.smith:Buddy$ - FAILED (Pattern: PetName + Special) (Response: 0.004s)
[2025-07-28 09:29:50] Attempt #114: john.smith:JohnJohn85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:29:51] Attempt #115: john.smith:JohnTechcorp - FAILED (Pattern: FirstName + Company) (Response: 0.001s)
[2025-07-28 09:29:53] Attempt #116: john.smith:John5678 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:29:55] Attempt #118: john.smith:john3456 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:29:57] Attempt #120: john.smith:John8901 - FAILED (Pattern: FirstName) (Response: 0.001s)
[2025-07-28 09:29:59] Attempt #122: john.smith:56John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:00] Attempt #123: john.smith:12John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:30:01] Attempt #124: john.smith:john123! - FAILED (Pattern: Special + CommonNumbers) (Response: 0.004s)
[2025-07-28 09:30:02] Attempt #125: john.smith:John12 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 09:30:03] Attempt #126: john.smith:12John85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:30:04] Attempt #127: john.smith:john1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-28 09:30:08] Attempt #130: john.smith:John34 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:09] Attempt #131: john.smith:34john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:30:11] Attempt #133: john.smith:JohnJohn - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:12] Attempt #134: john.smith:45John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:30:15] Attempt #136: john.smith:85john - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:30:18] Attempt #138: john.smith:78John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:30:23] Attempt #142: john.smith:4567john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:30:27] Attempt #145: john.smith:john9012 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:30:28] Attempt #146: john.smith:Johnpassword - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:33] Attempt #149: john.smith:23John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:34] Attempt #150: john.smith:34John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:30:36] Attempt #151: john.smith:john6789 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:30:37] Attempt #152: john.smith:johntechcorp - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:30:39] Attempt #153: john.smith:John90 - FAILED (Pattern: FirstName) (Response: 0.001s)
[2025-07-28 09:30:40] Attempt #154: john.smith:boston1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 09:30:42] Attempt #155: john.smith:john0123 - FAILED (Pattern: CommonNumbers) (Response: 0.004s)
[2025-07-28 09:30:45] Attempt #159: john.smith:1985john - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-28 09:30:48] Attempt #161: john.smith:johnjohn - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:30:49] Attempt #162: john.smith:Buddy@85 - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.004s)
[2025-07-28 09:30:50] Attempt #163: john.smith:John2024 - FAILED (Pattern: FirstName + CurrentYear) (Response: 0.002s)
[2025-07-28 09:30:56] Attempt #167: john.smith:JohnSmith123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-28 09:31:03] Attempt #172: john.smith:7890john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:07] Attempt #175: john.smith:8901john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:31:07] Attempt #176: john.smith:5678John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:31:09] Attempt #178: john.smith:Patriots1234 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.004s)
[2025-07-28 09:31:12] Attempt #181: john.smith:67John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:31:14] Attempt #182: john.smith:johnjohn85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:31:16] Attempt #183: john.smith:9012john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:18] Attempt #185: john.smith:Buddy85! - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 09:31:20] Attempt #187: john.smith:John123! - FAILED (Pattern: FirstName + Special + CommonNumbers) (Response: 0.004s)
[2025-07-28 09:31:22] Attempt #188: john.smith:90John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:31:25] Attempt #191: john.smith:John3456 - FAILED (Pattern: FirstName) (Response: 0.001s)
[2025-07-28 09:31:26] Attempt #192: john.smith:5678john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:31:27] Attempt #193: john.smith:john8901 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:32] Attempt #197: john.smith:John1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 09:31:33] Attempt #198: john.smith:john78 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:37] Attempt #200: john.smith:2345john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:41] Attempt #204: john.smith:TECHCORP1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 09:31:42] Attempt #205: john.smith:3456john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:43] Attempt #206: john.smith:12john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:31:44] Attempt #207: john.smith:JOHN85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:31:44] Attempt #208: john.smith:techcorp1985 - FAILED (Pattern: BirthYear) (Response: 0.004s)
[2025-07-28 09:31:47] Attempt #211: john.smith:BOSTON85 - FAILED (Pattern: BirthYear(short)) (Response: 0.004s)
[2025-07-28 09:31:48] Attempt #212: john.smith:4567John - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:31:52] Attempt #215: john.smith:Buddy85* - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 09:31:53] Attempt #216: john.smith:1234John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 09:31:55] Attempt #217: john.smith:techcorp85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:31:55] Attempt #218: john.smith:John4567 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 09:31:57] Attempt #220: john.smith:Buddy85@ - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 09:31:58] Attempt #221: john.smith:johnpass - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 09:31:59] Attempt #222: john.smith:89John - FAILED (Pattern: FirstName) (Response: 0.001s)
[2025-07-28 09:32:00] Attempt #223: john.smith:John0123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 09:32:01] Attempt #224: john.smith:1234john - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 09:32:03] Attempt #225: john.smith:john56 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 09:32:04] Attempt #226: john.smith:John67 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:32:07] Attempt #228: john.smith:JOHN2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-28 09:32:09] Attempt #230: john.smith:Buddy@ - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-28 09:32:10] Attempt #231: john.smith:85John - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:32:13] Attempt #233: john.smith:John78 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 09:32:14] Attempt #234: john.smith:john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 09:32:17] Attempt #236: john.smith:Buddy* - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-28 09:32:18] Attempt #237: john.smith:JOHN1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 09:32:19] Attempt #238: john.smith:56john - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-28 09:32:20] Attempt #239: john.smith:Buddy85$ - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
