Known Password Attack Log
Target: 127.0.0.1:8081
[2025-07-28 10:16:59] Attempt #22: john.smith:John23 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:17:00] Attempt #23: john.smith:johnjohn85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:17:01] Attempt #24: john.smith:john6789 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:02] Attempt #25: john.smith:23john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:04] Attempt #26: john.smith:John234 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:17:05] Attempt #27: john.smith:Techcorp1985 - FAILED (Pattern: BirthYear + Company) (Response: 0.003s)
[2025-07-28 10:17:07] Attempt #28: john.smith:1985john - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 10:17:09] Attempt #29: john.smith:8901john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 10:17:10] Attempt #30: john.smith:Buddy85! - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 10:17:11] Attempt #31: john.smith:john2024 - FAILED (Pattern: CurrentYear) (Response: 0.004s)
[2025-07-28 10:17:12] Attempt #32: john.smith:john567 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:17:14] Attempt #33: john.smith:1234john - FAILED (Pattern: CommonNumbers) (Response: 0.004s)
[2025-07-28 10:17:15] Attempt #34: john.smith:45john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:17] Attempt #35: john.smith:01john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:17:18] Attempt #36: john.smith:JOHN2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-28 10:17:20] Attempt #37: john.smith:john1234 - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 10:17:21] Attempt #38: john.smith:234John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:17:23] Attempt #39: john.smith:john5678 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:25] Attempt #40: john.smith:89john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:25] Attempt #41: john.smith:John901 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:17:26] Attempt #42: john.smith:Patriots1985 - FAILED (Pattern: BirthYear + FavoriteTeam) (Response: 0.002s)
[2025-07-28 10:17:27] Attempt #43: john.smith:john012 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:17:29] Attempt #44: john.smith:john12 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 10:17:30] Attempt #45: john.smith:Buddy1985 - FAILED (Pattern: BirthYear + PetName) (Response: 0.002s)
[2025-07-28 10:17:31] Attempt #46: john.smith:123john - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 10:17:33] Attempt #47: john.smith:Boston1985# - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.003s)
[2025-07-28 10:17:34] Attempt #48: john.smith:Buddy85# - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.004s)
[2025-07-28 10:17:34] Attempt #49: john.smith:john4567 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:36] Attempt #50: john.smith:56john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:37] Attempt #51: john.smith:Boston1985$ - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.002s)
[2025-07-28 10:17:38] Attempt #52: john.smith:john0123 - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 10:17:39] Attempt #53: john.smith:67john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:17:41] Attempt #54: john.smith:1john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:17:42] Attempt #55: john.smith:BOSTON1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 10:17:43] Attempt #56: john.smith:john*85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:17:44] Attempt #57: john.smith:boston85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:17:45] Attempt #58: john.smith:john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:17:46] Attempt #59: john.smith:2345John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:17:48] Attempt #60: john.smith:buddy2024 - FAILED (Pattern: CurrentYear) (Response: 0.002s)
[2025-07-28 10:17:50] Attempt #61: john.smith:John78 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:17:51] Attempt #62: john.smith:John85@ - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:17:53] Attempt #63: john.smith:John85$ - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:17:54] Attempt #64: john.smith:JohnJohn85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:17:55] Attempt #65: john.smith:345john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:17:56] Attempt #66: john.smith:John890 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:17:57] Attempt #67: john.smith:JohnSmith12345 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 10:17:58] Attempt #68: john.smith:Patriots85 - FAILED (Pattern: BirthYear(short) + FavoriteTeam) (Response: 0.003s)
[2025-07-28 10:17:59] Attempt #69: john.smith:JOHN85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:18:00] Attempt #70: john.smith:456john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:01] Attempt #71: john.smith:John567 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:02] Attempt #72: john.smith:John12 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:18:03] Attempt #73: john.smith:12john85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:18:05] Attempt #74: john.smith:john9012 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:06] Attempt #75: john.smith:John89 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:18:08] Attempt #76: john.smith:1503 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:09] Attempt #77: john.smith:John34 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 10:18:11] Attempt #78: john.smith:John56 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:18:13] Attempt #79: john.smith:john901 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:18:14] Attempt #80: john.smith:john#85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:18:16] Attempt #81: john.smith:Patriots12345 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:18:17] Attempt #82: john.smith:Patriots1234 - FAILED (Pattern: FavoriteTeam + CommonNumbers) (Response: 0.003s)
[2025-07-28 10:18:18] Attempt #83: john.smith:678john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:18:19] Attempt #84: john.smith:12john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 10:18:21] Attempt #85: john.smith:12John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:28] Attempt #91: john.smith:90john - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 10:18:29] Attempt #92: john.smith:3456john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:30] Attempt #93: john.smith:901John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:31] Attempt #94: john.smith:John123! - FAILED (Pattern: FirstName + Special + CommonNumbers) (Response: 0.004s)
[2025-07-28 10:18:32] Attempt #95: john.smith:john! - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:18:34] Attempt #96: john.smith:JOHN# - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:18:35] Attempt #97: john.smith:john7890 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:36] Attempt #98: john.smith:John@24 - FAILED (Pattern: FirstName + Special) (Response: 0.002s)
[2025-07-28 10:18:36] Attempt #99: john.smith:012john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:37] Attempt #100: john.smith:John85! - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:18:39] Attempt #101: john.smith:Buddy$ - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-28 10:18:41] Attempt #102: john.smith:23John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:18:42] Attempt #103: john.smith:John#85 - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:18:44] Attempt #104: john.smith:Buddy# - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-28 10:18:45] Attempt #105: john.smith:John012 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:46] Attempt #106: john.smith:john678 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:18:47] Attempt #107: john.smith:78john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:48] Attempt #108: john.smith:John1985@ - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.003s)
[2025-07-28 10:18:49] Attempt #109: john.smith:123john85 - FAILED (Pattern: BirthYear(short) + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:18:51] Attempt #110: john.smith:John0123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 10:18:52] Attempt #111: john.smith:01John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:54] Attempt #112: john.smith:john45 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:55] Attempt #113: john.smith:2345john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:18:57] Attempt #114: john.smith:678John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:18:58] Attempt #115: john.smith:TECHCORP1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 10:18:59] Attempt #116: john.smith:John1985# - FAILED (Pattern: FirstName + BirthYear + Special) (Response: 0.002s)
[2025-07-28 10:19:00] Attempt #117: john.smith:John123 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:19:02] Attempt #118: john.smith:0123John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:19:03] Attempt #119: john.smith:Johnpass - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:05] Attempt #120: john.smith:john56 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:19:07] Attempt #121: john.smith:John6789 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:08] Attempt #122: john.smith:John4567 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:10] Attempt #123: john.smith:John8901 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:12] Attempt #124: john.smith:techcorp85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:19:13] Attempt #125: john.smith:JOHN* - FAILED (Pattern: Special) (Response: 0.003s)
[2025-07-28 10:19:14] Attempt #126: john.smith:John45 - FAILED (Pattern: FirstName) (Response: 0.004s)
[2025-07-28 10:19:16] Attempt #127: john.smith:john8901 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:19:17] Attempt #128: john.smith:78John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:18] Attempt #129: john.smith:89John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:19] Attempt #130: john.smith:buddy85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:19:20] Attempt #131: john.smith:John2024 - FAILED (Pattern: FirstName + CurrentYear) (Response: 0.003s)
[2025-07-28 10:19:22] Attempt #132: john.smith:456John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:23] Attempt #133: john.smith:JOHN! - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:19:24] Attempt #134: john.smith:890John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:26] Attempt #135: john.smith:John345 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:27] Attempt #136: john.smith:JOHN@ - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:19:28] Attempt #137: john.smith:john78 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:19:30] Attempt #138: john.smith:John1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.003s)
[2025-07-28 10:19:31] Attempt #139: john.smith:5678john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:19:33] Attempt #140: john.smith:123John - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.004s)
[2025-07-28 10:19:35] Attempt #141: john.smith:john!85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:19:37] Attempt #142: john.smith:BUDDY2024 - FAILED (Pattern: CurrentYear) (Response: 0.003s)
[2025-07-28 10:19:39] Attempt #143: john.smith:15031985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 10:19:40] Attempt #144: john.smith:Buddy! - FAILED (Pattern: PetName + Special) (Response: 0.002s)
[2025-07-28 10:19:41] Attempt #145: john.smith:John3456 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:42] Attempt #146: john.smith:JohnSmith1234 - FAILED (Pattern: FirstName + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:19:43] Attempt #147: john.smith:JohnTechcorp - FAILED (Pattern: FirstName + Company) (Response: 0.003s)
[2025-07-28 10:19:44] Attempt #148: john.smith:Buddy85* - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 10:19:46] Attempt #149: john.smith:john456 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:19:47] Attempt #150: john.smith:567john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:19:48] Attempt #151: john.smith:789John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:49] Attempt #152: john.smith:4567John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:50] Attempt #153: john.smith:Buddy@85 - FAILED (Pattern: BirthYear(short) + PetName + Special) (Response: 0.003s)
[2025-07-28 10:19:52] Attempt #154: john.smith:john# - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:19:52] Attempt #155: john.smith:John678 - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:19:53] Attempt #156: john.smith:John9012 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:54] Attempt #157: john.smith:Boston85# - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.002s)
[2025-07-28 10:19:56] Attempt #158: john.smith:John90 - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:19:56] Attempt #159: john.smith:john789 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:19:58] Attempt #160: john.smith:John85# - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.003s)
[2025-07-28 10:20:00] Attempt #161: john.smith:Buddy* - FAILED (Pattern: PetName + Special) (Response: 0.003s)
[2025-07-28 10:20:00] Attempt #162: john.smith:john$85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:20:01] Attempt #163: john.smith:John*24 - FAILED (Pattern: FirstName + Special) (Response: 0.002s)
[2025-07-28 10:20:02] Attempt #164: john.smith:1985 - FAILED (Pattern: BirthYear) (Response: 0.003s)
[2025-07-28 10:20:03] Attempt #165: john.smith:12John85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:20:04] Attempt #166: john.smith:85John - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:20:05] Attempt #167: john.smith:JohnJohn - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:06] Attempt #168: john.smith:john23 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:20:07] Attempt #169: john.smith:34john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:20:09] Attempt #170: john.smith:56John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:09] Attempt #171: john.smith:90John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:10] Attempt #172: john.smith:012John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:20:11] Attempt #173: john.smith:85john - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:20:12] Attempt #174: john.smith:7890John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:20:14] Attempt #175: john.smith:Buddy2024 - FAILED (Pattern: PetName + CurrentYear) (Response: 0.002s)
[2025-07-28 10:20:15] Attempt #176: john.smith:John$85 - FAILED (Pattern: FirstName + BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:20:16] Attempt #177: john.smith:Boston85! - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.001s)
[2025-07-28 10:20:17] Attempt #178: john.smith:john34 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:20:18] Attempt #179: john.smith:john89 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:20:19] Attempt #180: john.smith:890john - FAILED (Pattern: Unknown) (Response: 0.001s)
[2025-07-28 10:20:21] Attempt #181: john.smith:john123! - FAILED (Pattern: Special + CommonNumbers) (Response: 0.003s)
[2025-07-28 10:20:21] Attempt #182: john.smith:3456John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:22] Attempt #183: john.smith:1john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:20:24] Attempt #184: john.smith:1John85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:20:26] Attempt #185: john.smith:8901John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:26] Attempt #186: john.smith:9012John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:28] Attempt #187: john.smith:john234 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:20:30] Attempt #188: john.smith:john2345 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:20:32] Attempt #189: john.smith:TECHCORP85 - FAILED (Pattern: BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:20:33] Attempt #190: john.smith:5678John - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:35] Attempt #191: john.smith:789john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:20:36] Attempt #192: john.smith:john$ - FAILED (Pattern: Special) (Response: 0.002s)
[2025-07-28 10:20:37] Attempt #193: john.smith:johnpass - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:20:38] Attempt #194: john.smith:Boston1985* - FAILED (Pattern: BirthYear + Hometown + Special) (Response: 0.002s)
[2025-07-28 10:20:40] Attempt #195: john.smith:john@85 - FAILED (Pattern: BirthYear(short) + Special) (Response: 0.002s)
[2025-07-28 10:20:41] Attempt #196: john.smith:JohnSmith85 - FAILED (Pattern: FirstName + BirthYear(short)) (Response: 0.003s)
[2025-07-28 10:20:42] Attempt #197: john.smith:john01 - FAILED (Pattern: Unknown) (Response: 0.004s)
[2025-07-28 10:20:44] Attempt #198: john.smith:passwordJohn - FAILED (Pattern: FirstName) (Response: 0.003s)
[2025-07-28 10:20:45] Attempt #199: john.smith:John1985! - SUCCESS (Pattern: FirstName + BirthYear + Special) (Response: 0.002s)
