Known Password Attack Log
Target: 127.0.0.1:8081
[2025-07-28 10:21:22] Attempt #22: john.smith:buddy85 - FAILED (Pattern: BirthYear(short)) (Response: 0.002s)
[2025-07-28 10:21:24] Attempt #23: john.smith:456John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:21:26] Attempt #24: john.smith:JOHN2024 - FAILED (Pattern: CurrentYear) (Response: 0.002s)
[2025-07-28 10:21:27] Attempt #25: john.smith:345john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:21:28] Attempt #26: john.smith:567john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:21:29] Attempt #27: john.smith:john1234 - FAILED (Pattern: CommonNumbers) (Response: 0.003s)
[2025-07-28 10:21:31] Attempt #28: john.smith:Buddy2024 - FAILED (Pattern: PetName + CurrentYear) (Response: 0.002s)
[2025-07-28 10:21:32] Attempt #29: john.smith:john7890 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:34] Attempt #30: john.smith:901john - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:21:35] Attempt #31: john.smith:Boston85# - FAILED (Pattern: BirthYear(short) + Hometown + Special) (Response: 0.003s)
[2025-07-28 10:21:36] Attempt #32: john.smith:passwordjohn - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:37] Attempt #33: john.smith:johnpass - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:38] Attempt #34: john.smith:3456john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:38] Attempt #35: john.smith:john67 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:39] Attempt #36: john.smith:9012john - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:40] Attempt #37: john.smith:1503 - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:41] Attempt #38: john.smith:john890 - FAILED (Pattern: Unknown) (Response: 0.002s)
[2025-07-28 10:21:42] Attempt #39: john.smith:123john85 - FAILED (Pattern: BirthYear(short) + CommonNumbers) (Response: 0.002s)
[2025-07-28 10:21:43] Attempt #40: john.smith:johntechcorp - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:44] Attempt #41: john.smith:JOHN$ - FAILED (Pattern: Special) (Response: 0.001s)
[2025-07-28 10:21:46] Attempt #42: john.smith:JOHN# - FAILED (Pattern: Special) (Response: 0.001s)
[2025-07-28 10:21:47] Attempt #43: john.smith:buddy1985 - FAILED (Pattern: BirthYear) (Response: 0.002s)
[2025-07-28 10:21:48] Attempt #44: john.smith:78John - FAILED (Pattern: FirstName) (Response: 0.002s)
[2025-07-28 10:21:49] Attempt #45: john.smith:johnpassword - FAILED (Pattern: Unknown) (Response: 0.003s)
[2025-07-28 10:21:50] Attempt #46: john.smith:John1985! - SUCCESS (Pattern: FirstName + BirthYear + Special) (Response: 0.002s)
